Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),MAP (psi),MAF (gram/sec),Barometer (psi),Battery Volt (V),Fuel Open Time (ms),Starting Compensation - Fuel (%),Ignition Angle (DBTDC), Lambda1, Lambda2,OILPRESS,   WS FR,   WS FL,   WS RL,   WS RR,Measured AFR #1,Measured AFR #2,Target AFR,Lambda/AFR LTF (%),Analog #1 (volts),Analog #2 (volts),Analog #3 (volts),Analog #4 (volts),Analog #5 (volts),Analog #6 (volts),Analog #7 (volts),Analog #8 (volts),
22.440,4979,80.8,167.2,8.9,7.61,0.00,14.70,14.60,2.17,100.0,22.0,1.49,0.68,56.27,41.3,30.1,0.0,0.0,13.04,0.00,14.14,100.0,0.50,0.50,1.52,0.70,0.01,0.01,2.75,1.07,
22.460,4971,80.8,167.2,8.9,7.63,0.00,14.70,14.60,2.17,100.0,22.0,1.62,0.80,55.67,26.7,29.8,0.0,0.0,13.30,0.00,14.16,100.0,0.50,0.50,1.66,0.82,0.01,0.01,2.73,1.07,
22.480,4956,80.8,167.2,8.9,7.59,0.00,14.70,14.60,2.17,100.0,22.0,1.56,0.74,58.50,29.3,30.4,0.0,0.0,13.17,0.00,14.16,100.0,0.50,0.50,1.60,0.76,0.01,0.01,2.84,1.07,
22.500,4951,80.8,167.2,8.9,7.61,0.00,14.70,14.60,2.18,100.0,22.0,1.57,0.75,56.89,31.0,29.8,0.0,0.0,13.20,0.00,14.16,100.0,0.50,0.51,1.61,0.77,0.01,0.01,2.78,1.07,
22.520,4974,80.8,167.2,8.9,7.58,0.00,14.70,14.60,2.17,100.0,22.0,1.63,0.82,54.13,30.7,29.6,0.0,0.0,13.32,0.00,14.16,100.0,0.50,0.51,1.66,0.84,0.01,0.01,2.67,1.07,
22.540,4969,80.8,167.2,8.9,7.62,0.00,14.70,14.60,2.17,100.0,22.0,1.46,0.66,57.84,31.3,29.6,0.0,0.0,12.98,0.00,14.14,100.0,0.50,0.50,1.50,0.67,0.01,0.01,2.81,1.07,
22.560,4990,80.8,167.2,8.9,7.66,0.00,14.70,14.60,2.17,100.0,22.0,1.64,0.83,58.19,31.8,29.8,0.0,0.0,13.33,0.00,14.14,100.0,0.50,0.50,1.68,0.85,0.01,0.01,2.83,1.07,
22.580,4986,80.8,167.2,8.9,7.70,0.00,14.70,14.60,2.17,100.0,22.0,1.56,0.76,56.69,30.6,30.3,0.0,0.0,13.19,0.00,14.14,100.0,0.50,0.50,1.60,0.78,0.01,0.01,2.77,1.07,
22.600,4971,80.8,167.2,8.9,7.67,0.00,14.70,14.60,2.17,100.0,22.0,1.50,0.69,60.13,30.8,29.9,0.0,0.0,13.05,0.00,14.17,100.0,0.50,0.50,1.53,0.71,0.01,0.01,2.91,1.07,
22.621,4985,80.8,167.2,8.9,7.66,0.00,14.70,14.60,2.34,100.0,22.0,1.63,0.83,56.97,40.6,29.8,0.0,0.0,13.33,0.00,14.16,100.0,0.50,0.50,1.67,0.85,0.01,0.01,2.78,1.07,
22.641,4967,80.8,167.2,8.8,7.62,0.00,14.70,14.60,2.17,100.0,22.0,1.47,0.66,55.44,26.4,30.6,0.0,0.0,13.01,0.00,14.16,100.0,0.50,0.51,1.51,0.68,0.01,0.01,2.72,1.07,
22.660,4953,80.8,167.2,9.0,7.66,0.00,14.70,14.60,2.54,100.0,22.0,1.62,0.80,58.02,27.7,30.4,0.0,0.0,13.30,0.00,14.16,100.0,0.50,0.50,1.66,0.82,0.01,0.01,2.82,1.07,
22.683,4982,80.8,167.2,9.0,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.59,0.77,57.00,30.0,30.3,0.0,0.0,13.24,0.00,14.16,100.0,0.50,0.51,1.63,0.79,0.01,0.01,2.78,1.07,
22.701,4930,80.8,167.2,9.0,7.73,0.00,14.70,14.60,2.17,100.0,22.0,1.52,0.70,54.92,30.3,30.2,0.0,0.0,13.11,0.00,14.14,100.0,0.50,0.51,1.56,0.71,0.01,0.01,2.70,1.07,
22.720,4933,80.8,167.2,9.0,7.67,0.00,14.70,14.60,2.18,100.0,22.0,1.63,0.81,58.30,31.4,30.1,0.0,0.0,13.32,0.00,14.16,100.0,0.50,0.50,1.67,0.83,0.01,0.01,2.83,1.07,
22.740,4972,80.8,167.2,9.0,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.52,0.71,58.30,31.1,30.1,0.0,0.0,13.10,0.00,14.17,100.0,0.50,0.51,1.55,0.72,0.01,0.01,2.83,1.07,
22.761,4992,80.8,167.2,9.0,7.65,0.00,14.70,14.60,2.17,100.0,22.0,1.57,0.77,54.77,30.6,28.8,0.0,0.0,13.20,0.00,14.17,100.0,0.50,0.51,1.61,0.79,0.01,0.01,2.69,1.07,
22.780,5015,80.8,167.2,9.0,7.67,0.00,14.70,14.60,2.17,100.0,22.0,1.60,0.79,59.27,31.2,30.6,0.0,0.0,13.26,0.00,14.16,100.0,0.50,0.50,1.64,0.81,0.01,0.01,2.87,1.07,
22.801,5021,80.8,167.2,9.0,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.48,0.67,56.42,40.4,30.5,0.0,0.0,13.01,0.00,14.14,100.0,0.50,0.51,1.51,0.69,0.01,0.01,2.76,1.07,
22.821,5011,80.8,167.2,9.0,7.67,0.00,14.70,14.60,2.17,100.0,22.0,1.62,0.82,58.81,26.3,30.6,0.0,0.0,13.30,0.00,14.13,100.0,0.50,0.50,1.66,0.84,0.01,0.01,2.85,1.07,
22.840,5005,80.8,167.2,9.0,7.63,0.00,14.70,14.60,2.17,100.0,22.0,1.49,0.70,56.14,27.1,30.3,0.0,0.0,13.05,0.00,14.13,100.0,0.50,0.51,1.53,0.72,0.01,0.01,2.75,1.07,
22.860,4987,80.8,167.2,9.0,7.67,0.00,14.70,14.60,2.17,100.0,22.0,1.52,0.74,57.88,30.4,31.0,0.0,0.0,13.10,0.00,14.16,100.0,0.50,0.51,1.56,0.76,0.01,0.01,2.82,1.07,
22.881,4962,80.8,167.2,9.0,7.63,0.00,14.70,14.60,2.17,100.0,22.0,1.58,0.82,58.06,30.3,30.3,0.0,0.0,13.23,0.00,14.17,100.0,0.50,0.51,1.62,0.84,0.01,0.01,2.82,1.07,
22.900,4970,80.8,167.2,9.0,7.66,0.00,14.70,14.60,2.17,100.0,22.0,1.41,0.65,57.38,30.4,30.1,0.0,0.0,12.88,0.00,14.16,100.0,0.50,0.51,1.45,0.66,0.01,0.01,2.80,1.07,
22.920,4992,80.8,167.2,9.0,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.59,0.82,55.64,31.0,29.5,0.0,0.0,13.24,0.00,14.16,100.0,0.50,0.51,1.63,0.84,0.01,0.01,2.73,1.07,
22.941,5001,80.8,167.2,9.0,7.67,0.00,14.70,14.60,2.17,100.0,22.0,1.53,0.75,59.31,30.6,28.9,0.0,0.0,13.13,0.00,14.14,100.0,0.50,0.51,1.57,0.77,0.01,0.01,2.87,1.07,
22.960,5008,80.8,167.2,9.0,7.65,0.00,14.70,14.60,2.17,100.0,22.0,1.50,0.71,55.88,30.7,30.2,0.0,0.0,13.07,0.00,14.13,100.0,0.51,0.50,1.54,0.73,0.01,0.01,2.74,1.07,
22.980,4979,80.8,167.2,9.1,7.70,0.00,14.70,14.60,2.17,100.0,22.0,1.61,0.81,58.39,29.9,30.3,0.0,0.0,13.29,0.00,14.16,100.0,0.50,0.50,1.65,0.83,0.01,0.01,2.84,1.07,
23.001,4977,80.8,167.2,9.1,7.63,0.00,14.70,14.60,2.17,100.0,22.0,1.47,0.66,55.88,41.3,31.1,0.0,0.0,12.99,0.00,14.17,100.0,0.50,0.51,1.50,0.68,0.01,0.01,2.74,1.07,
23.020,4983,80.8,167.2,9.1,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.60,0.79,56.56,29.9,30.8,0.0,0.0,13.26,0.00,14.17,100.0,0.50,0.50,1.64,0.80,0.01,0.01,2.76,1.07,
23.040,4971,80.8,167.2,9.1,7.70,0.00,14.70,14.60,2.17,100.0,22.0,1.59,0.77,56.56,30.5,30.8,0.0,0.0,13.24,0.00,14.16,100.0,0.50,0.50,1.63,0.79,0.01,0.01,2.76,1.07,
23.061,4993,80.8,167.2,9.1,7.67,0.00,14.70,14.60,2.17,100.0,22.0,1.54,0.70,56.56,29.9,30.7,0.0,0.0,13.13,0.00,14.16,100.0,0.50,0.51,1.57,0.72,0.01,0.01,2.76,1.07,
23.081,5001,80.8,167.2,9.1,7.66,0.00,14.70,14.60,2.17,100.0,22.0,1.64,0.81,58.06,30.5,30.6,0.0,0.0,13.35,0.00,14.16,100.0,0.51,0.51,1.68,0.83,0.01,0.01,2.82,1.07,
23.101,5025,80.8,167.2,9.1,7.66,0.00,14.70,14.60,2.32,100.0,22.0,1.55,0.71,57.56,30.6,29.7,0.0,0.0,13.16,0.00,14.16,100.0,0.50,0.51,1.59,0.73,0.01,0.01,2.80,1.07,
23.121,5025,80.8,167.2,9.1,7.59,0.00,14.70,14.60,2.17,100.0,22.0,1.62,0.78,58.47,31.3,30.6,0.0,0.0,13.30,0.00,14.16,100.0,0.50,0.50,1.66,0.80,0.01,0.01,2.84,1.07,
23.140,4998,80.8,167.2,9.1,7.67,0.00,14.70,14.60,2.17,100.0,22.0,1.63,0.79,58.81,30.3,30.7,0.0,0.0,13.33,0.00,14.16,100.0,0.51,0.51,1.67,0.81,0.01,0.01,2.85,1.07,
23.160,4993,80.8,167.2,9.1,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.53,0.67,55.80,31.1,31.0,0.0,0.0,13.13,0.00,14.16,100.0,0.50,0.51,1.57,0.69,0.01,0.01,2.73,1.07,
23.181,4960,80.8,167.2,9.2,7.67,0.00,14.70,14.60,2.17,100.0,22.0,1.67,0.81,58.42,31.8,31.0,0.0,0.0,13.41,0.00,14.14,100.0,0.50,0.51,1.71,0.83,0.01,0.01,2.84,1.07,
23.200,4966,80.8,167.2,9.2,7.66,0.00,14.70,14.60,2.17,100.0,22.0,1.58,0.72,58.19,32.5,31.1,0.0,0.0,13.22,0.00,14.16,100.0,0.50,0.51,1.61,0.73,0.01,0.01,2.83,1.07,
23.220,4988,80.8,167.2,9.2,7.66,0.00,14.70,14.60,2.17,100.0,22.0,1.60,0.73,56.47,30.5,30.8,0.0,0.0,13.27,0.00,14.17,100.0,0.50,0.51,1.64,0.75,0.01,0.01,2.76,1.07,
23.243,4991,80.8,167.2,9.2,7.59,0.00,14.70,14.60,2.17,100.0,22.0,1.69,0.82,58.47,31.1,30.8,0.0,0.0,13.45,0.00,14.19,100.0,0.50,0.51,1.73,0.84,0.01,0.01,2.84,1.07,
23.260,5019,80.8,167.2,9.1,7.66,0.00,14.70,14.60,2.17,100.0,22.0,1.53,0.67,55.19,31.2,30.5,0.0,0.0,13.13,0.00,14.17,100.0,0.50,0.50,1.57,0.69,0.01,0.01,2.71,1.07,
23.281,5041,80.8,167.2,9.2,7.67,0.00,14.70,14.60,2.34,100.0,22.0,1.68,0.82,58.77,31.1,30.5,0.0,0.0,13.42,0.00,14.16,100.0,0.50,0.51,1.72,0.84,0.01,0.01,2.85,1.07,
23.301,5048,80.8,167.2,9.2,7.67,0.00,14.70,14.60,2.17,100.0,22.0,1.59,0.75,56.06,31.8,30.6,0.0,0.0,13.26,0.00,14.14,100.0,0.50,0.50,1.63,0.77,0.01,0.01,2.74,1.07,
23.320,5054,80.8,167.2,9.2,7.66,0.00,14.70,14.60,2.17,100.0,22.0,1.54,0.70,59.34,30.9,28.8,0.0,0.0,13.14,0.00,14.13,100.0,0.50,0.51,1.58,0.72,0.01,0.01,2.87,1.07,
23.340,5026,80.8,167.2,9.2,7.67,0.00,14.70,14.60,2.17,100.0,22.0,1.65,0.81,56.69,30.8,30.8,0.0,0.0,13.38,0.00,14.14,100.0,0.50,0.51,1.69,0.83,0.01,0.01,2.77,1.07,
23.363,5022,80.8,167.2,9.2,7.65,0.00,14.70,14.60,2.17,100.0,22.0,1.51,0.67,58.89,41.4,30.4,0.0,0.0,13.08,0.00,14.16,100.0,0.50,0.51,1.55,0.68,0.01,0.01,2.86,1.07,
23.381,5021,80.8,167.2,9.2,7.65,0.00,14.70,14.60,2.17,100.0,22.0,1.67,0.81,55.02,29.7,30.9,0.0,0.0,13.41,0.00,14.14,100.0,0.50,0.51,1.71,0.83,0.01,0.01,2.70,1.07,
23.400,5006,80.8,167.2,9.2,7.70,0.00,14.70,14.60,2.17,100.0,22.0,1.64,0.77,57.81,31.4,30.6,0.0,0.0,13.35,0.00,14.16,100.0,0.50,0.50,1.68,0.79,0.01,0.01,2.81,1.07,
23.421,5013,80.8,167.2,9.2,7.71,0.00,14.70,14.60,2.17,100.0,22.0,1.58,0.70,55.92,31.5,31.6,0.0,0.0,13.22,0.00,14.14,100.0,0.50,0.50,1.62,0.72,0.01,0.01,2.74,1.07,
23.440,5014,80.8,167.2,9.2,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.69,0.81,60.39,31.5,30.5,0.0,0.0,13.45,0.00,14.13,100.0,0.50,0.51,1.73,0.83,0.01,0.01,2.92,1.07,
23.460,5045,80.8,167.2,9.2,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.58,0.72,57.05,31.3,30.5,0.0,0.0,13.23,0.00,14.16,100.0,0.50,0.51,1.62,0.73,0.01,0.01,2.78,1.07,
23.480,5078,80.8,167.2,9.2,7.65,0.00,14.70,14.60,2.17,100.0,22.0,1.63,0.77,57.05,31.1,30.8,0.0,0.0,13.32,0.00,14.16,100.0,0.50,0.51,1.67,0.79,0.01,0.01,2.78,1.08,
23.500,5094,80.8,167.2,9.2,7.62,0.00,14.70,14.60,2.17,100.0,22.0,1.66,0.80,60.39,31.0,29.0,0.0,0.0,13.38,0.00,14.16,100.0,0.50,0.51,1.70,0.82,0.01,0.01,2.92,1.07,
23.521,5081,80.8,167.2,9.3,7.65,0.00,14.70,14.60,2.17,100.0,22.0,1.54,0.69,56.97,31.2,31.1,0.0,0.0,13.14,0.00,14.14,100.0,0.50,0.51,1.58,0.70,0.01,0.01,2.78,1.07,
23.540,5066,80.8,167.2,9.2,7.67,0.00,14.70,14.60,2.17,100.0,22.0,1.65,0.80,58.81,40.6,31.1,0.0,0.0,13.36,0.00,14.16,100.0,0.50,0.50,1.69,0.82,0.01,0.01,2.85,1.07,
23.561,5059,80.8,167.2,9.3,7.62,0.00,14.70,14.60,2.17,100.0,22.0,1.56,0.71,59.64,26.5,31.7,0.0,0.0,13.19,0.00,14.16,100.0,0.50,0.51,1.60,0.73,0.01,0.01,2.89,1.07,
23.583,5002,80.8,167.2,9.2,7.66,0.00,14.70,14.60,2.17,100.0,22.0,1.63,0.76,55.17,30.2,31.0,0.0,0.0,13.32,0.00,14.16,100.0,0.50,0.51,1.66,0.77,0.01,0.01,2.71,1.07,
23.600,5016,80.8,167.2,9.3,7.65,0.00,14.70,14.60,2.17,100.0,22.0,1.68,0.80,59.56,30.7,31.8,0.0,0.0,13.42,0.00,14.19,100.0,0.50,0.51,1.72,0.82,0.01,0.01,2.88,1.07,
23.621,5038,80.8,167.2,9.3,7.59,0.00,14.70,14.60,2.17,100.0,22.0,1.55,0.67,55.38,31.4,30.8,0.0,0.0,13.16,0.00,14.16,100.0,0.50,0.51,1.59,0.69,0.01,0.01,2.72,1.07,
23.640,5041,80.8,167.2,9.3,7.67,0.00,14.70,14.60,2.32,100.0,22.0,1.67,0.79,58.27,31.5,30.8,0.0,0.0,13.41,0.00,14.17,100.0,0.50,0.51,1.71,0.81,0.01,0.01,2.83,1.07,
23.663,5068,80.8,167.2,9.3,7.67,0.00,14.70,14.60,2.28,100.0,22.0,1.61,0.74,55.55,31.5,30.9,0.0,0.0,13.27,0.00,14.17,100.0,0.50,0.51,1.64,0.76,0.01,0.01,2.72,1.07,
23.684,5066,80.8,167.2,9.3,7.67,0.00,14.70,14.60,2.25,100.0,22.0,1.60,0.74,58.89,30.8,29.3,0.0,0.0,13.26,0.00,14.16,100.0,0.50,0.51,1.64,0.76,0.01,0.01,2.86,1.07,
23.700,5063,80.8,167.2,9.3,7.67,0.00,14.70,14.60,2.17,100.0,22.0,1.66,0.81,59.77,31.1,30.6,0.0,0.0,13.39,0.00,14.16,100.0,0.50,0.51,1.70,0.83,0.01,0.01,2.89,1.07,
23.720,5047,80.8,167.2,9.3,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.52,0.67,55.44,40.6,31.0,0.0,0.0,13.11,0.00,14.17,100.0,0.50,0.50,1.56,0.69,0.01,0.01,2.72,1.07,
23.741,5032,80.8,167.2,9.3,7.63,0.00,14.70,14.60,2.17,100.0,22.0,1.66,0.80,59.44,26.0,31.8,0.0,0.0,13.38,0.00,14.19,100.0,0.51,0.51,1.70,0.82,0.01,0.01,2.88,1.07,
23.760,5037,80.8,167.2,9.3,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.59,0.75,55.67,29.4,31.2,0.0,0.0,13.24,0.00,14.16,100.0,0.50,0.51,1.63,0.77,0.01,0.01,2.73,1.07,
23.780,5034,80.8,167.2,9.3,7.71,0.00,14.70,14.60,2.17,100.0,22.0,1.56,0.70,59.05,30.5,31.8,0.0,0.0,13.17,0.00,14.16,100.0,0.50,0.51,1.60,0.72,0.01,0.01,2.86,1.07,
23.801,5065,80.8,167.2,9.3,7.71,0.00,14.70,14.60,2.17,100.0,22.0,1.67,0.81,56.89,31.2,30.9,0.0,0.0,13.39,0.00,14.14,100.0,0.50,0.50,1.71,0.83,0.01,0.01,2.78,1.07,
23.820,5072,80.8,167.2,9.3,7.70,0.00,14.70,14.60,2.17,100.0,22.0,1.55,0.70,56.77,31.4,30.9,0.0,0.0,13.16,0.00,14.13,100.0,0.50,0.51,1.58,0.71,0.01,0.01,2.77,1.07,
23.841,5079,80.8,167.2,9.3,7.71,0.00,14.70,14.60,2.17,100.0,22.0,1.61,0.79,59.02,31.2,30.0,0.0,0.0,13.29,0.00,14.16,100.0,0.50,0.51,1.65,0.80,0.01,0.01,2.86,1.07,
23.860,5099,80.8,167.2,9.3,7.65,0.00,14.70,14.60,2.17,100.0,22.0,1.61,0.80,56.22,30.8,30.8,0.0,0.0,13.29,0.00,14.16,100.0,0.50,0.51,1.65,0.82,0.01,0.01,2.75,1.07,
23.880,5084,80.8,167.2,9.3,7.63,0.00,14.70,14.60,2.17,100.0,22.0,1.46,0.65,55.31,31.3,30.9,0.0,0.0,12.97,0.00,14.16,100.0,0.50,0.51,1.49,0.67,0.01,0.01,2.71,1.07,
23.900,5060,80.8,167.2,9.3,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.60,0.80,58.30,40.8,30.8,0.0,0.0,13.27,0.00,14.16,100.0,0.50,0.51,1.64,0.82,0.01,0.01,2.83,1.07,
23.920,5049,80.8,167.2,9.3,7.73,0.00,14.70,14.60,2.17,100.0,22.0,1.51,0.71,57.06,25.5,31.6,0.0,0.0,13.08,0.00,14.16,100.0,0.50,0.50,1.55,0.72,0.01,0.01,2.78,1.07,
23.940,5034,80.8,167.2,9.3,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.57,0.76,58.63,29.0,31.3,0.0,0.0,13.20,0.00,14.17,100.0,0.50,0.50,1.61,0.78,0.01,0.01,2.85,1.07,
23.960,5052,80.8,167.2,9.3,7.67,0.00,14.70,14.60,2.17,100.0,22.0,1.62,0.81,57.09,30.1,30.6,0.0,0.0,13.30,0.00,14.17,100.0,0.50,0.51,1.66,0.83,0.01,0.01,2.78,1.07,
23.980,5045,80.8,167.2,9.3,7.62,0.00,14.70,14.60,2.17,100.0,22.0,1.49,0.67,57.17,30.2,31.1,0.0,0.0,13.04,0.00,14.17,100.0,0.50,0.51,1.52,0.68,0.01,0.01,2.79,1.07,
24.000,5060,80.8,167.2,9.4,7.61,0.00,14.70,14.60,2.17,100.0,22.0,1.62,0.81,60.67,31.3,31.0,0.0,0.0,13.30,0.00,14.14,100.0,0.50,0.51,1.66,0.83,0.01,0.01,2.93,1.07,
24.020,5105,80.8,167.2,9.4,7.66,0.00,14.70,14.60,2.17,100.0,22.0,1.55,0.74,57.72,31.6,30.0,0.0,0.0,13.16,0.00,14.17,100.0,0.50,0.51,1.58,0.76,0.01,0.01,2.81,1.07,
24.040,5104,80.8,167.2,9.4,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.51,0.71,55.59,31.2,30.4,0.0,0.0,13.08,0.00,14.16,100.0,0.50,0.50,1.55,0.73,0.01,0.01,2.72,1.07,
24.061,5091,80.8,167.2,9.3,7.70,0.00,14.70,14.60,2.17,100.0,22.0,1.61,0.81,56.81,30.8,31.2,0.0,0.0,13.29,0.00,14.14,100.0,0.50,0.50,1.65,0.83,0.01,0.01,2.77,1.07,
24.080,5074,80.8,167.2,9.4,7.67,0.00,14.70,14.60,2.17,100.0,22.0,1.46,0.66,61.47,40.6,30.6,0.0,0.0,12.97,0.00,14.13,100.0,0.50,0.50,1.49,0.68,0.01,0.01,2.96,1.07,
24.100,5091,80.8,167.2,9.4,7.71,0.00,14.70,14.60,2.17,100.0,22.0,1.59,0.79,55.64,26.4,31.6,0.0,0.0,13.24,0.00,14.16,100.0,0.50,0.50,1.63,0.81,0.01,0.01,2.73,1.07,
24.124,5044,80.8,167.2,9.4,7.67,0.00,14.70,14.60,2.17,100.0,22.0,1.54,0.76,57.50,29.1,31.5,0.0,0.0,13.16,0.00,14.16,100.0,0.50,0.50,1.58,0.78,0.01,0.01,2.80,1.07,
24.141,5032,80.8,167.2,9.4,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.47,0.67,59.31,30.5,30.8,0.0,0.0,13.01,0.00,14.16,100.0,0.50,0.51,1.51,0.69,0.01,0.01,2.87,1.07,
24.161,5058,80.8,167.2,9.3,7.73,0.00,14.70,14.60,2.17,100.0,22.0,1.61,0.81,56.38,31.1,31.3,0.0,0.0,13.29,0.00,14.16,100.0,0.50,0.51,1.65,0.83,0.01,0.01,2.76,1.07,
24.180,5056,80.8,167.2,9.4,7.79,0.00,14.70,14.60,2.17,100.0,22.0,1.51,0.70,59.34,31.4,30.8,0.0,0.0,13.07,0.00,14.16,100.0,0.50,0.51,1.54,0.72,0.01,0.01,2.87,1.07,
24.201,5072,80.8,167.2,9.4,7.70,0.00,14.70,14.60,2.17,100.0,22.0,1.59,0.77,57.67,31.9,30.0,0.0,0.0,13.24,0.00,14.19,100.0,0.50,0.51,1.63,0.79,0.01,0.01,2.81,1.07,
24.220,5091,80.8,167.2,9.4,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.62,0.80,56.02,31.4,31.2,0.0,0.0,13.30,0.00,14.17,100.0,0.50,0.50,1.66,0.82,0.01,0.01,2.74,1.07,
24.240,5102,80.8,167.2,9.4,7.61,0.00,14.70,14.60,2.17,100.0,22.0,1.50,0.67,60.89,31.5,31.7,0.0,0.0,13.05,0.00,14.17,100.0,0.50,0.50,1.54,0.68,0.01,0.01,2.94,1.07,
24.263,5111,80.8,167.2,9.4,7.59,0.00,14.70,14.60,2.17,100.0,22.0,1.65,0.82,59.92,41.1,30.8,0.0,0.0,13.36,0.00,14.17,100.0,0.50,0.51,1.69,0.84,0.01,0.01,2.90,1.07,
24.280,5110,80.8,167.2,9.4,7.65,0.00,14.70,14.60,2.17,100.0,22.0,1.55,0.72,56.50,26.4,31.1,0.0,0.0,13.16,0.00,14.16,100.0,0.50,0.50,1.58,0.73,0.01,0.01,2.76,1.07,
24.300,5081,80.8,167.2,9.4,7.70,0.00,14.70,14.60,2.17,100.0,22.0,1.58,0.75,56.80,29.7,31.6,0.0,0.0,13.23,0.00,14.16,100.0,0.50,0.50,1.62,0.77,0.01,0.01,2.77,1.07,
24.321,5074,80.8,167.2,9.4,7.70,0.00,14.70,14.60,2.17,100.0,22.0,1.64,0.81,59.31,31.2,30.8,0.0,0.0,13.35,0.00,14.14,100.0,0.50,0.51,1.68,0.83,0.01,0.01,2.87,1.07,
24.340,5066,80.8,167.2,9.4,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.49,0.67,60.30,31.5,31.3,0.0,0.0,13.04,0.00,14.13,100.0,0.50,0.51,1.52,0.68,0.01,0.01,2.91,1.07,
24.360,5069,80.8,167.2,9.4,7.71,0.00,14.70,14.60,2.17,100.0,22.0,1.62,0.81,54.55,31.5,30.8,0.0,0.0,13.30,0.00,14.16,100.0,0.50,0.50,1.66,0.83,0.01,0.01,2.68,1.07,
24.380,5077,80.8,167.2,9.4,7.66,0.00,14.70,14.60,2.17,100.0,22.0,1.55,0.74,59.80,31.6,30.8,0.0,0.0,13.16,0.00,14.16,100.0,0.50,0.50,1.59,0.76,0.01,0.01,2.89,1.07,
24.401,5075,80.8,167.2,9.4,7.66,0.00,14.70,14.60,2.17,100.0,22.0,1.52,0.71,56.47,31.2,31.0,0.0,0.0,13.10,0.00,14.16,100.0,0.50,0.51,1.56,0.73,0.01,0.01,2.76,1.07,
24.420,5102,80.8,167.2,9.4,7.67,0.00,14.70,14.60,2.17,100.0,22.0,1.61,0.81,55.19,31.6,30.7,0.0,0.0,13.29,0.00,14.16,100.0,0.50,0.50,1.65,0.83,0.01,0.01,2.71,1.07,
24.440,5087,80.8,167.2,9.4,7.73,0.00,14.70,14.60,2.17,100.0,22.0,1.46,0.66,58.77,30.5,31.5,0.0,0.0,12.98,0.00,14.16,100.0,0.50,0.50,1.50,0.67,0.01,0.01,2.85,1.07,
24.460,5100,80.8,167.2,9.4,7.66,0.00,14.70,14.60,2.17,100.0,22.0,1.63,0.81,59.50,26.4,30.9,0.0,0.0,13.32,0.00,14.17,100.0,0.50,0.51,1.66,0.83,0.01,0.01,2.88,1.07,
24.481,5095,80.8,167.2,9.4,7.65,0.00,14.70,14.60,2.17,100.0,22.0,1.58,0.76,58.22,29.0,31.4,0.0,0.0,13.22,0.00,14.16,100.0,0.50,0.50,1.62,0.78,0.01,0.01,2.83,1.07,
24.500,5092,80.8,167.2,9.4,7.62,0.00,14.70,14.60,2.17,100.0,22.0,1.51,0.69,55.17,30.8,31.0,0.0,0.0,13.08,0.00,14.17,100.0,0.50,0.51,1.55,0.71,0.01,0.01,2.71,1.07,
24.521,5083,80.8,167.2,9.4,7.59,0.00,14.70,14.60,2.17,100.0,22.0,1.63,0.81,57.94,31.1,31.2,0.0,0.0,13.33,0.00,14.19,100.0,0.50,0.51,1.67,0.83,0.01,0.01,2.82,1.07,
24.541,5071,80.8,167.2,9.4,7.69,0.00,14.70,14.60,2.17,100.0,22.0,1.51,0.69,60.22,31.5,31.0,0.0,0.0,13.07,0.00,14.16,100.0,0.50,0.51,1.54,0.70,0.01,0.01,2.91,1.07,
24.561,5077,80.8,167.2,9.4,7.70,0.00,14.70,14.60,2.35,100.0,22.0,1.60,0.78,55.39,32.0,31.1,0.0,0.0,13.26,0.00,14.16,100.0,0.50,0.51,1.63,0.80,0.01,0.01,2.72,1.07,
24.581,5067,80.8,167.2,9.4,7.71,0.00,14.70,14.60,2.17,100.0,22.0,1.61,0.80,58.55,31.0,31.2,0.0,0.0,13.27,0.00,14.14,100.0,0.50,0.51,1.65,0.82,0.01,0.01,2.84,1.07,
24.600,5051,80.8,167.2,9.4,7.70,0.00,14.70,14.60,2.17,100.0,22.0,1.47,0.68,59.44,30.7,29.3,0.0,0.0,12.99,0.00,14.13,100.0,0.50,0.51,1.50,0.69,0.01,0.01,2.88,1.07,
24.621,5069,80.8,167.2,9.4,7.71,0.00,14.70,14.60,2.34,100.0,22.0,1.61,0.83,54.88,30.5,31.3,0.0,0.0,13.29,0.00,14.16,100.0,0.50,0.51,1.65,0.85,0.01,0.01,2.70,1.07,
